Award ID,Award Title,Award Status,Activation/Begin Date,Proposal ID,PI Name,Responsible Dept ID,Responsible Dept Name,Funding Source,CFDA Num,Sponsor,Flow-Thru Sponsor,Project Number,Funding Dept ID,Fund Code,Distribution Dept Name,Dept %,Awarded Direct,Awarded Indirect,Awarded Total,Co-PI Name List,Distribution College,Distribution Dept ID,End Date
0000035264,Mechanistic Insights into Activation and Regulation of Interferon-inducible GTPase GBP2,Active,2020-05-18,0000035264,"Yin,Qian",074012,Biology Sponsored Projects,Federal,93.855,National Institute of Allergy,-,044606,074012,520,Biology Sponsored Projects,50,500000,245872.5,745872.5,"Stagg, Scott",College of Arts & Sciences,074012,2024-04-30 00:00:00
0000035264,Mechanistic Insights into Activation and Regulation of Interferon-inducible GTPase GBP2,Active,2020-05-18,0000035264,"Yin,Qian",074012,Biology Sponsored Projects,Federal,93.855,National Institute of Allergy,-,044606,074012,520,Chemistry & Biochemistry,2,20000,9834.9,29834.9,"Stagg, Scott",College of Arts & Sciences,075000,2024-04-30 00:00:00
0000035264,Mechanistic Insights into Activation and Regulation of Interferon-inducible GTPase GBP2,Active,2020-05-18,0000035264,"Yin,Qian",074012,Biology Sponsored Projects,Federal,93.855,National Institute of Allergy,-,044606,074012,520,IMB Sponsored Projects,48,480000,236037.6,716037.6,"Stagg, Scott",College of Arts & Sciences,073002,2024-04-30 00:00:00
0000035266,McKnight Junior Faculty Development Fellowship,Active,2019-08-08,0000035266,"Drake,Jamil William",092000,Religion,Other,-,Florida Education Fund,-,044608,092000,540,Religion,100,15000,0,15000,,College of Arts & Sciences,092000,2020-05-06 00:00:00
0000035268,A Hardware-based Authentication Framework for Distributed Energy Resources,Active,2020-01-01,0000035268,"Konstantinou,Charalambos",225000,Ctr for Advanced Power Systems,Other,-,Southeastern Center for Electrical Engin,-,044610,225000,540,Ctr for Advanced Power Systems,50,2500,0,2500,,VP Research,225000,2020-12-10 00:00:00
0000035268,A Hardware-based Authentication Framework for Distributed Energy Resources,Active,2020-01-01,0000035268,"Konstantinou,Charalambos",225000,Ctr for Advanced Power Systems,Other,-,Southeastern Center for Electrical Engin,-,044610,225000,540,Electrical & Computer Engineer,50,2500,0,2500,,College of Engineering,216000,2020-12-10 00:00:00
0000035270,Maize Epigenomic Response to Flooding-Induced Hypoxia,Active,2020-01-15,0000035270,"Bass,Henry W",074012,Biology Sponsored Projects,Other,-,Bayer Schering Pharma AG,-,044612,074012,545,Biology Sponsored Projects,100,10831,0,10831,,College of Arts & Sciences,074012,2023-12-04 00:00:00
0000035273,FSU PeaceJam,Active,2019-11-01,0000035273,"Phillips,Joi Nicole",234000,Ctr for Ldrsp & Social Change,State,-,Leon County School Board,-,044615,234000,540,Ctr for Ldrsp & Social Change,100,19841,5159,25000,,VP Student Affairs,234000,2020-05-31 00:00:00
0000035275,Experimental Investigation to Inform the Design and Development of a High-Speed Projectile,Active,2020-04-15,0000035275,"Kumar,Rajan",283000,FL CTR for ADV Aero-propulsion,Federal,12.431,U. S. Army Research Office,-,044617,283000,520,FL CTR for ADV Aero-propulsion,40,52597.6,24495.2,77092.8,,College of Engineering,283000,2021-12-31 00:00:00
0000035275,Experimental Investigation to Inform the Design and Development of a High-Speed Projectile,Active,2020-04-15,0000035275,"Kumar,Rajan",283000,FL CTR for ADV Aero-propulsion,Federal,12.431,U. S. Army Research Office,-,044617,283000,520,Mechanical Engineering,60,78896.4,36742.8,115639.2,,College of Engineering,218000,2021-12-31 00:00:00
0000035276,Trauma-Informed Schools Consultation Project,Active,2019-11-23,0000035276,"Rosado,Javier I",203008,Immokalee Med Sc Training Site,State,-,District School Board of Collier County,-,044618,203008,540,Immokalee Med Sc Training Site,100,6476,1684,8160,,College of Medicine,203008,2020-06-01 00:00:00
0000035281,Testing of Nb3Sn Superconductor Wires AUP,Active,2020-01-01,0000035281,"Lu,Jun",227000,Natl High Magnetic Field Lab,Federal,81.999,Fermi National Accelerator Lab,U. S. Department of Energy,044623,227000,524,Natl High Magnetic Field Lab,100,106751,62449,169200,,VP Research,227000,2023-09-30 00:00:00
0000035281,Testing of Nb3Sn Superconductor Wires AUP,Active,2020-01-01,FP00001356,"Lu,Jun",227000,Natl High Magnetic Field Lab,Federal,81.999,Fermi National Accelerator Lab,U. S. Department of Energy,-,227000,524,Natl High Magnetic Field Lab,100,37855,22145,60000,,VP Research,227000,2023-09-30 00:00:00
0000035281,Testing of Nb3Sn Superconductor Wires AUP,Active,2020-01-01,FP00001356,"Lu,Jun",227000,Natl High Magnetic Field Lab,Federal,81.999,Fermi National Accelerator Lab,U. S. Department of Energy,100712,227000,524,Natl High Magnetic Field Lab,100,24107,14104,38211,,VP Research,227000,2023-09-30 00:00:00
0000035283,Equilibrium with Randomized Strategies in Learning Theory and Mathematical Finance,Active,2020-07-01,0000035283,"Ekren,Ibrahim",081003,Mathematics Sponsored Projects,Federal,47.049,National Science Foundation,-,044625,081003,520,Mathematics Sponsored Projects,100,146005,72841,218846,,College of Arts & Sciences,081003,2024-06-30 00:00:00
0000035290,Certified Public Mgr FDACS 2019-2021,Active,2019-12-01,0000035290,"Jimenez-Lopez,Linda M",170001,FL Center for Public Managment,State,-,Florida Department of Agricult,-,044633,170001,530,FL Center for Public Managment,100,177060,26560,203620,,College of Soc Sci & Pub Pol,170001,2022-08-31 00:00:00
0000035292,"Extending the Forecast Lead Time of Pulse Severe Storms using Probsevere, GLM, and Radar Data.",Active,2020-05-01,0000035292,"Fuelberg,Henry E",069000,"Earth, Ocean & Atmospheric Sci",Federal,11.468,National Oceanic and Atmospher,-,044635,069000,520,"Earth, Ocean & Atmospheric Sci",100,177664,77931,255595,,College of Arts & Sciences,069000,2024-04-30 00:00:00
0000035296,Florida Juvenile Justice Residential Program Recidivism and Cost-Effectiveness Study,Active,2020-01-01,0000035296,"Siennick,Sonja",141010,Crimn & Public Policy Reas Ctr,State,-,Florida Department of Juvenile,-,044639,141010,530,Crimn & Public Policy Reas Ctr,100,34769,4671,39440,,College of Criminology & Crim,141010,2020-06-30 00:00:00
0000035303,Crashworthiness and Safety Assessment of Cutaway Buses 2020,Active,2019-12-18,0000035303,"Jung,Sungmoon",215000,Civil & Environmental Engineer,Federal,20.509,Florida Department of Transportation,U. S. Department of Transporta,044649,215000,523,Civil & Environmental Engineer,100,238031,21969,260000,"Seyedi, MohammadReza",College of Engineering,215000,2020-12-17 00:00:00
0000035305,FL Dept. of Transportation BE890 CPM Contract 2020-2024,Active,2020-01-13,0000035305,"Jimenez-Lopez,Linda M",170001,FL Center for Public Managment,State,-,Florida Department of Transportation,-,044651,170001,530,FL Center for Public Managment,100,957714,143658,1101372,,College of Soc Sci & Pub Pol,170001,2025-01-12 00:00:00
0000035320,2020 South Dakota Battelle Course Hosting/Tech Support,Active,2020-01-01,0000035320,"Cline,Lezlie Ann",228010,FL Ctr for Interactive Media,Other,-,South Dakota Department of Education,-,044666,228010,540,FL Ctr for Interactive Media,100,12414,5586,18000,,VP University Relations,228010,2021-06-30 00:00:00
0000035321,FLDOE FY 19/20 TRI Data Collection/Tech Support,Active,2020-01-10,0000035321,"Dennard Jr,Harry A",228010,FL Ctr for Interactive Media,State,-,Florida Dept of Ed - SDE,-,044667,228010,530,FL Ctr for Interactive Media,100,22857,1143,24000,,VP University Relations,228010,2020-12-31 00:00:00
0000035323,"Documentation of Reference Natural Communities, Hurricane Michael Recovery Assessment (Phase II), Paynes Prairie Invasive Aquatic Plant Assessment and Upland Invasive Plant Monitoring in Florida State Parks",Active,2020-01-03,0000035323,"Hipes,Daniel L",148000,FL Natural Areas Inventory,State,-,Florida Dept Environ Protection,-,044669,148000,530,FL Natural Areas Inventory,100,72938,3648,76586,,Provost & VP Academic Affairs,148000,2020-06-15 00:00:00
0000035324,Multi-site Randomized Controlled Trial of Comprehensive Trauma Informed Reentry Services for Moderate to High Risk Youth Releasing From State Prisons,Active,2020-01-01,0000035324,"Tripodi,Stephen J",142027,Inst for Justice Res & Devt,Federal,16.560,U. S. Department of Justice,-,044670,142027,520,Inst for Justice Res & Devt,100,777383,419789,1197172,"Renn, Tanya",College of Social Work,142027,2024-12-31 00:00:00
0000035325,EAGER: Data-Driven Physical Model for Hurricanes' Intensity-Size Relation,Active,2020-03-15,0000035325-Rev1,"Liu,Guosheng",069000,"Earth, Ocean & Atmospheric Sci",Federal,47.050,National Science Foundation,-,044671,069000,520,"Earth, Ocean & Atmospheric Sci",100,116346,62826,179172,"Cai, Ming",College of Arts & Sciences,069000,2022-02-28 00:00:00
0000035326,Quality and Productivity Research Conference - Data Science and Statistics for Quality,Active,2020-04-01,0000035326,"Chicken,Eric K",088004,Statistics Sponsored Projects,Federal,47.049,National Science Foundation,-,044672,088004,520,Statistics Sponsored Projects,100,22690,0,22690,,College of Arts & Sciences,088004,2022-06-30 00:00:00
0000035339,Code: Scigirls!,Active,2019-08-01,0000035339,"Hughes,Roxanne",227000,Natl High Magnetic Field Lab,Federal,47.999,Twin Cities Public Television Inc,National Science Foundation,044685,227000,524,Natl High Magnetic Field Lab,100,4762,1238,6000,"Villa, Carlos",VP Research,227000,2021-08-31 00:00:00
0000035340,FSU - Unite iCAMP,Active,2020-02-01,0000035340,"Randeree,Ebrahim",181000,Dean College of Communication,Federal,12.630,Technology Student Association,U. S. Department of the Army,044686,181000,110,Dean College of Communication,100,29435,0,29435,"Jones, Faye",College of Comm & Information,181000,2022-01-31 00:00:00
0000035340,FSU - Unite iCAMP,Active,2020-02-01,0000035340,"Randeree,Ebrahim",181000,Dean College of Communication,Federal,12.630,Technology Student Association,U. S. Department of the Army,044686,181000,524,Dean College of Communication,100,19242,0,19242,"Jones, Faye",College of Comm & Information,181000,2022-01-31 00:00:00
0000035340,FSU - Unite iCAMP,Active,2020-02-01,0000035340,"Randeree,Ebrahim",181000,Dean College of Communication,Federal,12.630,Technology Student Association,U. S. Department of the Army,044884,181000,524,Dean College of Communication,100,14100,0,14100,"Jones, Faye",College of Comm & Information,181000,2022-01-31 00:00:00
0000035340,FSU - Unite iCAMP,Active,2020-02-01,0000035340,"Randeree,Ebrahim",181000,Dean College of Communication,Federal,12.630,Technology Student Association,U. S. Department of the Army,100451,181000,110,Dean College of Communication,100,33623,0,33623,,College of Comm & Information,181000,2022-01-31 00:00:00
0000035340,FSU - Unite iCAMP,Active,2020-02-01,0000035340,"Randeree,Ebrahim",181000,Dean College of Communication,Federal,12.630,Technology Student Association,U. S. Department of the Army,100451,181000,524,Dean College of Communication,100,19242,0,19242,,College of Comm & Information,181000,2022-01-31 00:00:00
0000035340,FSU - Unite iCAMP,Active,2020-02-01,0000035340,"Randeree,Ebrahim",181000,Dean College of Communication,Federal,12.630,Technology Student Association,U. S. Department of the Army,100452,181000,524,Dean College of Communication,100,14100,0,14100,,College of Comm & Information,181000,2022-01-31 00:00:00
0000035341,Ic2mc,Active,2019-10-01,0000035341,"Rodgers,Ryan P",227000,Natl High Magnetic Field Lab,Other,-,TotalEnergies,-,044687,227000,545,Natl High Magnetic Field Lab,100,261869,153193,415062,,VP Research,227000,2023-09-30 00:00:00
0000035344,Manor House Invasive Plant Survey,Active,2020-01-24,0000035344,"Hipes,Daniel L",148000,FL Natural Areas Inventory,State,-,Hernando County,-,044690,148000,540,FL Natural Areas Inventory,100,8732,2270,11002,,Provost & VP Academic Affairs,148000,2020-12-04 00:00:00
0000035358,Adolescent Medicine Trials Network for HIV/AIDS  Interventions (ATN) Coordinating Center - EHR,Active,2019-11-01,0000035358,"Naar,Sylvie",208000,Behavioral Sci and Social Med,Federal,93.865,Univ of North Carolina Chapel Hill,National Institutes of Health,044704,208000,524,Behavioral Sci and Social Med,100,42318,22852,65170,"Dark, Tyra",College of Medicine,208000,2020-05-31 00:00:00
0000035358,Adolescent Medicine Trials Network for HIV/AIDS  Interventions (ATN) Coordinating Center - EHR,Active,2019-11-01,0000035358,"Naar,Sylvie",208000,Behavioral Sci and Social Med,Federal,93.865,Univ of North Carolina Chapel Hill,National Institutes of Health,044704,208000,556,Behavioral Sci and Social Med,100,1,0,1,"Dark, Tyra",College of Medicine,208000,2020-05-31 00:00:00
0000035393,EAGER: Sustainable Material Management Extreme Events Reconnaissance (SUMMEER) Organization,Active,2020-02-01,0000035393,"Choi,Juyeong",215000,Civil & Environmental Engineer,Federal,47.041,National Science Foundation,-,044741,215000,520,Civil & Environmental Engineer,50,110549,32398,142946.5,,College of Engineering,215000,2023-12-31 00:00:00
0000035393,EAGER: Sustainable Material Management Extreme Events Reconnaissance (SUMMEER) Organization,Active,2020-02-01,0000035393,"Choi,Juyeong",215000,Civil & Environmental Engineer,Federal,47.041,National Science Foundation,-,044741,215000,520,RIDER Center,50,110549,32398,142946.5,,College of Engineering,215100,2023-12-31 00:00:00
0000035393,EAGER: Sustainable Material Management Extreme Events Reconnaissance (SUMMEER) Organization,Active,2020-02-01,0000035393,"Choi,Juyeong",215000,Civil & Environmental Engineer,Federal,47.041,National Science Foundation,-,044880,215000,520,Civil & Environmental Engineer,100,14106,0,14106,,College of Engineering,215000,2023-12-31 00:00:00
0000035394,Investigation Into hMSC-Derived Therapy in Ischemic Stroke at High Field MR Imaging and Spectroscopy,Active,2020-08-01,0000035394,"Helsper,Shannon",214000,Chemical Engineering,Federal,93.853,National Institutes of Health,-,044742,214000,520,Chemical Engineering,50,18675.5,0,18675.5,"Grant, Samuel",College of Engineering,214000,2022-07-31 00:00:00
0000035394,Investigation Into hMSC-Derived Therapy in Ischemic Stroke at High Field MR Imaging and Spectroscopy,Active,2020-08-01,0000035394,"Helsper,Shannon",214000,Chemical Engineering,Federal,93.853,National Institutes of Health,-,044742,214000,520,Natl High Magnetic Field Lab,50,18675.5,0,18675.5,"Grant, Samuel",VP Research,227000,2022-07-31 00:00:00
0000035394,Investigation Into hMSC-Derived Therapy in Ischemic Stroke at High Field MR Imaging and Spectroscopy,Active,2020-08-01,0000035394,"Helsper,Shannon",214000,Chemical Engineering,Federal,93.853,National Institutes of Health,-,100868,214000,520,Chemical Engineering,50,18972.5,0,18972.5,"Grant, Samuel",College of Engineering,214000,2022-07-31 00:00:00
0000035394,Investigation Into hMSC-Derived Therapy in Ischemic Stroke at High Field MR Imaging and Spectroscopy,Active,2020-08-01,0000035394,"Helsper,Shannon",214000,Chemical Engineering,Federal,93.853,National Institutes of Health,-,100868,214000,520,Natl High Magnetic Field Lab,50,18972.5,0,18972.5,"Grant, Samuel",VP Research,227000,2022-07-31 00:00:00
0000035398,CCZ Nodule Mining Exploration Meiofauna Analyses,Active,2020-03-01,0000035398,"Ingels,Jeroen Omer Georgette",224000,FSU Coastal & Marine Lab,Other,-,DeepGreen,-,044746,224000,545,FSU Coastal & Marine Lab,100,357252,118701,475953,,VP Research,224000,2024-01-31 00:00:00
0000035407,NIH Infant and Toddler Toolbox,Active,2020-01-01,0000035407,"Wetherby,Amy M",205001,Autism Institute,Federal,93.999,Northwestern University,National Institutes of Health,044755,205001,524,Autism Institute,100,24028,5817,29845,,College of Medicine,205001,2021-09-17 00:00:00
0000035407,NIH Infant and Toddler Toolbox,Active,2020-01-01,0000035407,"Wetherby,Amy M",205001,Autism Institute,Federal,93.999,Northwestern University,National Institutes of Health,044755,205001,556,Autism Institute,100,1,0,1,,College of Medicine,205001,2021-09-17 00:00:00
0000035407,NIH Infant and Toddler Toolbox,Active,2020-01-01,0000035407,"Wetherby,Amy M",205001,Autism Institute,Federal,93.999,Northwestern University,National Institutes of Health,100286,205001,524,Autism Institute,100,31522,8196,39718,,College of Medicine,205001,2021-09-17 00:00:00
0000035407,NIH Infant and Toddler Toolbox,Active,2020-01-01,0000035407,"Wetherby,Amy M",205001,Autism Institute,Federal,93.999,Northwestern University,National Institutes of Health,100286,205001,556,Autism Institute,100,1,0,1,,College of Medicine,205001,2021-09-17 00:00:00
0000035410,"Producing Film, Directing Gender: Women Directors in Bollywood",Active,2019-09-30,0000035410,"Stephenson,Adrienne",113000,The Graduate School,Federal,84.002,U. S. Department of Education,-,044758,113000,520,The Graduate School,100,44817,0,44817,"Peters, Rebecca",Provost & VP Academic Affairs,113000,2022-09-30 00:00:00
0000035415,Workshop: Convergence Research at High Magnetic Fields,Active,2020-01-01,0000035415,"Greene,Laura H",227000,Natl High Magnetic Field Lab,Federal,47.049,National Science Foundation,-,044763,227000,520,Natl High Magnetic Field Lab,50,3154.5,1845.5,5000,"Palm, Eric",VP Research,227000,2020-12-31 00:00:00
0000035415,Workshop: Convergence Research at High Magnetic Fields,Active,2020-01-01,0000035415,"Greene,Laura H",227000,Natl High Magnetic Field Lab,Federal,47.049,National Science Foundation,-,044763,227000,520,Physics,50,3154.5,1845.5,5000,"Palm, Eric",College of Arts & Sciences,084000,2020-12-31 00:00:00
0000035427,Mechanical Engineering Senior Design Projects in Support of NASAÃ¿Â¯Ã¿Â¿Ã¿Â½s Advanced Concepts Office,Active,2020-01-13,0000035427,"McConomy,Shayne Kelly",218000,Mechanical Engineering,Federal,43.999,Jacobs Space Exploration Group,National Aeronautics & Space A,044776,218000,524,Mechanical Engineering,100,21428,11572,33000,,College of Engineering,218000,2020-06-30 00:00:00
0000035433,An Economic Analysis of the Proposed Hillsborough County Impact Fees for Public Resources Advisory Group,Active,2020-01-09,0000035433,"Harrington,Julie Ann",152000,Ctr for Econ Forecast & Anly,Other,-,Public Resources Advisory Group,-,044782,152000,540,Ctr for Econ Forecast & Anly,100,39481,10265,49746,,Provost & VP Academic Affairs,152000,2020-06-30 00:00:00
0000035437,FDOH CDC Opioid Evaluation Plan,Active,2019-11-19,0000035437,"Goldfarb,Samantha",208000,Behavioral Sci and Social Med,Federal,93.999,Florida Department of Health,Centers for Disease Control and,044787,208000,523,Behavioral Sci and Social Med,100,43478,6522,50000,,College of Medicine,208000,2020-06-30 00:00:00
0000035437,FDOH CDC Opioid Evaluation Plan,Active,2019-11-19,0000035437,"Goldfarb,Samantha",208000,Behavioral Sci and Social Med,Federal,93.999,Florida Department of Health,Centers for Disease Control and,044787,208000,556,Behavioral Sci and Social Med,100,1,0,1,,College of Medicine,208000,2020-06-30 00:00:00
0000035439,"The Effects of Almond Consumption on Functional Performance, Aerobic Capacity, and Physical Activity in Active Older Adults",Active,2020-05-06,0000035439,"Arjmandi,Bahram H",135000,Nutrition & Integrative Phys,Other,-,Almond Board of California,-,044789,135000,540,Nutrition & Integrative Phys,100,273378,27338,300716,"Berryman, Claire; Hickner, Robert; Panton, Lynn",College of Hlth & Human Sci,135000,2023-11-30 00:00:00
0000035445,SolSmart Program Evaluation,Active,2020-05-01,0000035445,"Tang,Tian",170000,Public Administration,Federal,81.999,The Solar Foundation,U. S. Department of Energy,044795,170000,524,Public Administration,100,16860,9104,25964,,College of Soc Sci & Pub Pol,170000,2020-10-31 00:00:00
0000035451,Cortical-Hippocampal Interactions During Sleep in Alzheimer's Disease,Active,2020-04-17,0000035451,"Wilber,Aaron",089009,Psychology Sponsored Projects,State,-,Florida Department of Health,-,044801,089009,530,Psychology Sponsored Projects,100,217392,32608,250000,,College of Arts & Sciences,089009,2024-03-31 00:00:00
0000035459,A multi-method examination of contrast avoidance and opioid misuse in patients with chronic pain,Active,2020-07-01,0000035459,"McDermott,Katherine",089009,Psychology Sponsored Projects,Federal,93.279,National Institute on Drug Abu,-,044809,089009,520,Psychology Sponsored Projects,100,37327,0,37327,"Cougle, Jesse",College of Arts & Sciences,089009,2022-06-30 00:00:00
0000035459,A multi-method examination of contrast avoidance and opioid misuse in patients with chronic pain,Active,2020-07-01,0000035459,"McDermott,Katherine",089009,Psychology Sponsored Projects,Federal,93.279,National Institute on Drug Abu,-,100584,089009,520,Psychology Sponsored Projects,100,37843,0,37843,"Cougle, Jesse",College of Arts & Sciences,089009,2022-06-30 00:00:00
0000035461,2019-20 Safety and Security of School Buildings - FSU Leon,Active,2019-07-01,0000035461,"Graham,Jason M",131000,FSUS Administration,State,-,Florida Dept of Ed - SDE,-,044811,131000,530,FSUS Administration,100,50000,0,50000,"Chambers, Stacy",College of Education,131000,2022-01-31 00:00:00
0000035462,2019-20 Safety and Security of School Buildings - FSU Broward,Active,2019-07-01,0000035462,"Wilkinson,Suzanne Roddenberry",131000,FSUS Administration,State,-,Florida Dept of Ed - SDE,-,044812,131000,530,FSUS Administration,100,50000,0,50000,,College of Education,131000,2022-01-31 00:00:00
0000035468,Natural Community Mapping at Okaloacoochee Slough WMA,Active,2020-01-16,0000035468,"Hipes,Daniel L",148000,FL Natural Areas Inventory,State,-,Florida Fish and Wildlife Cons,-,044818,148000,530,FL Natural Areas Inventory,100,14359,1436,15795,,Provost & VP Academic Affairs,148000,2020-06-12 00:00:00
0000035475,Evaluation Services for the Florida Asthma Program 2020,Active,2020-01-08,0000035475,"Nowakowski,Alexandra Catherine Hayes",207000,Geriatric Medicine,Federal,93.070,Florida Department of Health,Centers for Disease Control and,-,207000,523,Geriatric Medicine,100,71564,7156,78720,,College of Medicine,207000,2023-08-31 00:00:00
0000035475,Evaluation Services for the Florida Asthma Program 2020,Active,2020-01-08,0000035475,"Nowakowski,Alexandra Catherine Hayes",207000,Geriatric Medicine,Federal,93.070,Florida Department of Health,Centers for Disease Control and,044825,207000,523,Geriatric Medicine,100,71564,7156,78720,,College of Medicine,207000,2023-08-31 00:00:00
0000035475,Evaluation Services for the Florida Asthma Program 2020,Active,2020-01-08,0000035475,"Nowakowski,Alexandra Catherine Hayes",207000,Geriatric Medicine,Federal,93.070,Florida Department of Health,Centers for Disease Control and,100163,207000,523,Geriatric Medicine,100,71564,7156,78720,,College of Medicine,207000,2023-08-31 00:00:00
0000035475,Evaluation Services for the Florida Asthma Program 2020,Active,2020-01-08,0000035475,"Nowakowski,Alexandra Catherine Hayes",207000,Geriatric Medicine,Federal,93.070,Florida Department of Health,Centers for Disease Control and,100911,207000,523,Geriatric Medicine,100,71564,7156,78720,,College of Medicine,207000,2023-08-31 00:00:00
0000035478,Population Structure and Foraging Ecology of Loggerhead Turtles in Crystal River,Active,2020-05-01,0000035478,"Fuentes,Mariana",069000,"Earth, Ocean & Atmospheric Sci",Other,-,Sea Turtle Conservancy,-,044828,069000,540,"Earth, Ocean & Atmospheric Sci",100,22173,1109,23282,,College of Arts & Sciences,069000,2022-04-30 00:00:00
0000035479,Identification of  Inundation and Erosion 'Hotspots' for Sea Turtles Nesting in the Northern Gulf of Mexico,Active,2020-05-01,0000035479,"Fuentes,Mariana",069000,"Earth, Ocean & Atmospheric Sci",Other,-,Sea Turtle Conservancy,-,044829,069000,540,"Earth, Ocean & Atmospheric Sci",100,18915,946,19861,,College of Arts & Sciences,069000,2021-04-30 00:00:00
0000035480,Leveraging Next-Generation Sequencing to Identify Genetic Connectivity and Develop Novel Genetic Markers for Gulf of Mexico Loggerheads,Active,2020-05-01,0000035480,"Fuentes,Mariana",069000,"Earth, Ocean & Atmospheric Sci",Other,-,Sea Turtle Conservancy,-,044830,069000,540,"Earth, Ocean & Atmospheric Sci",100,18641,932,19573,"Silver-Gorges, Ian",College of Arts & Sciences,069000,2022-04-30 00:00:00
0000035483,Excellence in Research: Designing Biodegradable Bottle Brush Polymers Based on their Structure-Property Relationships for Strong Tissue Adhesion and Drug Delivery,Active,2020-05-01,0000035483,"Lee,Choogon",204000,Medicine Biomedical Sciences,Federal,47.049,Florida A&M University,National Science Foundation,044833,204000,523,Medicine Biomedical Sciences,100,20680,11167,31847,,College of Medicine,204000,2022-04-30 00:00:00
0000035485,"Collaborative Research: Development and Empirical Tests of a Mechanistic Multi-host, Multi-pathogen Theory",Active,2019-07-01,0000035485,"Cortez,Michael",074012,Biology Sponsored Projects,Federal,47.074,National Science Foundation,-,044835,074012,520,Biology Sponsored Projects,100,110339,51621,161960,,College of Arts & Sciences,074012,2022-05-31 00:00:00
0000035501,Family Planning Waiver Evaluation,Active,2020-03-09,0000035501,"Harman,Jeffrey S",208000,Behavioral Sci and Social Med,Federal,93.778,Agency for Health Care Adminis,Centers for Medicare and Medicaid,-,205000,210,Medicine Clinical Sciences,100,10453,0,10453,,College of Medicine,205000,2024-06-30 00:00:00
0000035501,Family Planning Waiver Evaluation,Active,2020-03-09,0000035501,"Harman,Jeffrey S",208000,Behavioral Sci and Social Med,Federal,93.778,Agency for Health Care Adminis,Centers for Medicare and Medicaid,-,207000,210,Geriatric Medicine,100,20162,0,20162,,College of Medicine,207000,2024-06-30 00:00:00
0000035501,Family Planning Waiver Evaluation,Active,2020-03-09,0000035501,"Harman,Jeffrey S",208000,Behavioral Sci and Social Med,Federal,93.778,Agency for Health Care Adminis,Centers for Medicare and Medicaid,-,208000,210,Behavioral Sci and Social Med,100,729252,0,729252,,College of Medicine,208000,2024-06-30 00:00:00
0000035501,Family Planning Waiver Evaluation,Active,2020-03-09,0000035501,"Harman,Jeffrey S",208000,Behavioral Sci and Social Med,Federal,93.778,Agency for Health Care Adminis,Centers for Medicare and Medicaid,-,208000,523,Behavioral Sci and Social Med,100,1490446,350776,1841222,,College of Medicine,208000,2024-06-30 00:00:00
0000035501,Family Planning Waiver Evaluation,Active,2020-03-09,0000035501,"Harman,Jeffrey S",208000,Behavioral Sci and Social Med,Federal,93.778,Agency for Health Care Adminis,Centers for Medicare and Medicaid,044851,200000,555,Dean College of Medicine,100,2754,0,2754,"Goldfarb, Samantha; Kinsell, Heidi",College of Medicine,200000,2024-06-30 00:00:00
0000035501,Family Planning Waiver Evaluation,Active,2020-03-09,0000035501,"Harman,Jeffrey S",208000,Behavioral Sci and Social Med,Federal,93.778,Agency for Health Care Adminis,Centers for Medicare and Medicaid,044851,208000,556,Behavioral Sci and Social Med,100,1,0,1,"Goldfarb, Samantha; Kinsell, Heidi",College of Medicine,208000,2024-06-30 00:00:00
0000035504,The Effects of the First Language on the Second: A Psycholinguistic Investigation of Bilingual Lexical Processing and First Language Attrition,Active,2020-02-03,0000035504,"Gil,Ana Laura",082003,Mod Lang Sponsored Projects,Other,-,Language Learning & Technology Journal,-,044854,082003,545,Mod Lang Sponsored Projects,100,2000,0,2000,"Sunderman, Gretchen",College of Arts & Sciences,082003,2023-03-31 00:00:00
0000035508,Product Development and Evaluation of TOUCH COTTON Technology,Active,2020-01-10,0000035508,"McQuerry,Meredith",625000,Moran College Entrepreneurship,Other,-,University of Kentucky Researc,-,044858,625000,540,Moran College Entrepreneurship,100,10147,0,10147,,Moran College Entrepreneurship,625000,2020-12-31 00:00:00
0000035511,Sports Betting Data (base) Rights and Regulatory Scrutiny,Active,2020-01-06,0000035511,"Rodenberg,Ryan M",124000,COE Office of Research,Other,-,"University of Nevada, Las Vegas",-,044861,124000,540,COE Office of Research,50,7318,732,8050,,College of Education,124000,2020-06-30 00:00:00
0000035511,Sports Betting Data (base) Rights and Regulatory Scrutiny,Active,2020-01-06,0000035511,"Rodenberg,Ryan M",124000,COE Office of Research,Other,-,"University of Nevada, Las Vegas",-,044861,124000,540,Sport Management,50,7318,732,8050,,College of Education,128000,2020-06-30 00:00:00
0000035516,"Rare Plant Survey, Middle Torch Key and Little Torch Key Tracts of the Florida Keys Wildlife & Environmental Area (WEA)",Active,2020-02-17,0000035516,"Hipes,Daniel L",148000,FL Natural Areas Inventory,State,-,Florida Fish and Wildlife Cons,-,044867,148000,530,FL Natural Areas Inventory,100,6357,636,6993,,Provost & VP Academic Affairs,148000,2020-05-15 00:00:00
0000035531,Causation and Explanation in Aristotle,Active,2020-08-01,0000035531,"Stein,Nathanael",083000,Philosophy,Federal,45.160,National Endowment for the Hum,-,044883,083000,520,Philosophy,100,60000,0,60000,,College of Arts & Sciences,083000,2021-07-31 00:00:00
